Timestamp,Character's name,"Character's race (human, elf, dwarf, etc)","Character's class (rogue, wizard, cleric, etc)",Character's backstory
10/24/2017 20:17:14,Tezelin,tiefling,cleric,"Tezelin's father was a wandering do-gooder. He didn't actually get around to doing much good, but he did things like find lost animals and the medieval equivalent of changing that one annoying-to-reach lightbulb, so everyone loved him anyway.
When Tezelin was born, everyone assumed that he was going to be the same but better. After all, there were only two possible fates for someone who looked so evil, and no one wanted to think of themself as one of the cheerful villagers who was murdered to show that someone was turning to evil. Being the supportive childhood friend of the hero sounded much nicer.
Of course, no one bother to consult Tezelin about that. He would have been just as happy hanging around town and learning a trade, preferably one that didn't involve too much physical labor. When everyone's expectations got too be too much for him, he joined the clergy, on the grounds that 1) it sounded suitably heroic without involving much danger, and 2) the thought of being a tiefling cleric amused him. He didn't feel any particular affiliation with Bes, but Bes seemed like the sort of god who was chill and wouldn't mind someone worshiping him for fun.
Tezelin's plan worked splendidly until Bes appeared to him in a dream and told him to go out adventuring, on the grounds that ""if you're worshiping me to amuse yourself, you should at least amuse me back"". Tezelin wasn't exactly thrilled by the idea, but it's hard to say no to a god who's providing you with magical powers, especially when said god can and will pester you in your dreams until you do the thing.
Tezelin isn't really sure what he's supposed to be doing, so he's kind of just falling in with the first group of adventurers he finds and hoping for the best. Or the Bes-t, if you will.
This will only end well."
10/27/2017 14:36:58,Prince Septimus de Vanderbilt,human,necromancer,"Prince of a kingdom where the monarchy has completely collapsed, and being a prince is therefore completely meaningless, Septimus was raised from childhood to take up his family's mantle of necromancy. However, he hated the thought so much that he ran away to become an adventurer, hiding his mastery of the dark arts and pretending to be a warrior. However, he is absolutely useless with a sword, so when push comes to shove, he reluctantly falls back on his necromantic powers."
10/27/2017 22:13:16,Willandringa Redsmith,human,ranger,"While a young newlywed pregnant with her first child, she was turned into a large herding dog by a spellcaster who wished to punish her half-elf husband.  She used her new form to rescue herself and her husband from his abusive father, and now she poses as his familiar.  She is much more competent than he is."
10/27/2017 22:15:03,Janamir,human,cleric,"The younger brother of a great warrior, Janamir signed on with a slightly insane warrior-woman as her dungeon-crawl companion.  He is collecting material for a book of old poetry from the ruins they explore.  Also, they got married at some point."
10/27/2017 22:21:09,Matteo Cole,half-faerie,fighter,"Matteo is the second of seven sons.  His father, a fire mage and the bastard son of the king of the Unseelie Court, incited rebellion against the king's legitimate heir and was killed.  The seven sons were punished for his high treason by being separated and forbidden to see each other ever again.  Now bereft of his brothers, Matteo had to fulfill an oath his father had made to another faerie lord in exchange for a promise of fealty if the rebellion was successful.  He became a servant to that lord and ultimately lost his right hand as part of a struggle to reinterpret the contract that bound him.  He is now sworn to the service of the king's legitimate grandson, who is himself planning to oppose the king in a new rebellion of his own.  Matteo doesn't really believe that there's a possibility of success, but he loves his liege-lord and will never abandon his cause."
10/27/2017 22:39:24,Rillian Turner,half-elf,adventurer,"Rillian is the grandson of a great paladin-king who died gloriously at war after a dispute with his god.  As a teenager, he discovered some staggering moral failings on the part of his parents that he strongly suspects may have contributed to his grandfather's death.  Unable to countenance their crimes or to continue tacitly approving of them, he departed to pursue an audience with the god who once abandoned his family, to see if he will be allowed to complete the task that his grandfather once rejected and fulfill the family's aims."
10/27/2017 23:00:51,Kellan,elf,sorceror,"An urban planner, archer, and whitesmith who is estranged from his family, he led a community of brilliant artificers until an unwise romantic choice destroyed everything he'd worked for and led him to a pointless, agonizing death.  His gods have now resurrected him as an infant in the arms of a stubborn young queen so that he can make things right."
10/30/2017 18:21:05,Rhokimira,Half-Orc,Bard,"Rhokimira was born to a pair of very forgetful parents. A rare pair, the human and orc truly loved each other and wished to raise their child together. Unfortunately, one evening while her father was at the market, he set her down to inspect a fruit sellers merchandise and forgot by the time he was done. He didn't realize what he'd done until after he'd returned home. Her mother questioned where he'd put her. In his backpack perhaps? Among the pears? Panic quickly set in and they rushed back to the market. They searched and searched but Rhokimira was nowhere to be found. Her parents would never see her again, instead wondering day to day what terrible fate must have befallen their child. Did she fall from the barrel and drown in the sewer? Was she kidnapped? Will she be raised in slavery? These were questions they would never answer.
However, the truth of Rhokimira's fate takes a quite different tone. Shortly after her father left the stand, a passing elf named Lurias would see her sleeping form. Lurias was a very intelligent elf, learned in many forms of science, history, and magic, and he was quite aware how half-orc children were frequently abandoned by their parents out of disgust or hatred. He also had a large heart and knew that he could not leave this child to die in the market place. Gently, he took her from her perch and carried her home, whispering assurances all the while.
It was with Lurias that Rhokimira, now bearing the nickname 'Kimi,' would grow. Living with the nomadic elves within their forest, she believed completely that she was also an elf, and a young one at that. Her adoptive father, while very bright, was also quite scatterbrained and overlooked the vast gap in lifespans between their races. Though she was much taller than the elves her age, she would play with them and learn with them, leaving her mental age at about 6 years old by the time she turned 21. 
Though she was young in her villages eyes, she was strong and insisted on following her father on his trips into nearby towns. Knowing how the roads could be dangerous, Lurias decided to teach her some of what he knew as a magus and a spelldancer. Under his careful eye she learned how to wield swords and axes in defense of herself and her family. At the same time she would learn dances and songs to strengthen her body and spell casting. The more she learned of the performing arts and magic, the more she learned to weave them together to the benefit of those around her. With Lurias and her village, Kimi was happy.
When she was 18, however, she was lost again. On a visit to new town, Kimi and her father became separated in the crowd. Once she realized she couldn't see her father, she began to panic and cry. Desperate to find her father, she nearly knocked over a bard who'd been playing for tips on the side of the street. The half-elf, Rhea, was startled by the large crying woman, but held her ground and demanded an apology. Kimi immediately sobbed out an apology and an explanation of what had happened, begging Rhea to help her find her father. The woman in question was taken aback at the force of the apology and the tearful request, but took to comforting the larger woman and agreed to help. Learning that Kimi's father was, in fact, and elf was a surprise, as was her mental age, but Rhea resolved not to press and moved on. They searched the streets for several hours, but the crowds were loud and thick they could not find Lurias. They settled in a tavern for dinner and tried to find the way back to Kimi's home so that she might find her father there, but the elven village had moved only recently and Kimi had never been the best at geography. When they left to try and find the path they unknowingly left in the opposite direction. 
The two women found themselves hopelessly turned around come nightfall having attempted to follow a path through unfamiliar woods with the hope that it was simply a very new path to the elven village. They made camp and Rhea found herself once again comforting the scared and lonely half-orc. By morning they'd concocted a plan.
They'd go on an adventure! With Rhea's street smarts, Kimi's swordsmanship, and their combined musical talent, they could go anywhere and find anyone they wanted to! And so they set off, travelling for several years and adopting each other as their new sister. While Rhea would occasionally have Kimi act as the unknowing distraction to some of her less-than-lawful activities, She cared for her and made sure that the two of them would be comfortable and happy through their travels. Though they wouldn't find her father, they kept looking as they performed from town to town. "
10/31/2017 3:40:00,"Rilla ""Ranger"" Rick",Elf,Ranger,"Rilla grew up in a loving, well-adjusted elf family, and became a ranger due to her love of animals and nature. She hasn't met the right guy yet, but she does have a unicorn BFF, which is a huge incentive to stay single. She enjoys adventuring, though she always prefers negotiating her way out of a dilemma to fighting her way out. Her alignment is Chaotic Good, and her notable achievements include helping to defeat a black dragon and establishing a trading partnership with the local Merfolk. Her least-favorite vacation destination is the Isle of Dread."
10/31/2017 5:50:48,Club,Human,Barbarian,"From the highest mountains to the deepest seas, your quest is to find the bestest piece of lacquered wood, also known as a club, to beat the ever-living shit out of any elf you see."
11/1/2017 18:32:07,Erik,Human,Bard,"The bastard son of a minor noble, Erik preferred to read books on magic all day, rather than learn much of politics.  Eventually, he  set off on a journey to regain his standing, and to find stories to tell, with his brother Albrecht staying behind."
11/1/2017 19:43:14,Doryc,Gnoll,Psychic Warrior,"Doryc never fit in particularly well among the gnolls of Bloodfang tribe. Despite his strength, he was never assertive or vicious enough to rise through the ranks, and was picked on by those of higher status. Though he didn’t realize it consciously at the time, this was in part because his slowly developing psionic powers allowed him a slight degree of telempathy. As an unusually nice gnoll he was disturbed both by the psychic emanations of the evil gnolls and his own instinct that they were not like him.
One day, a Bloodfang raiding band attacked a group of adventurers, taking heavy losses but killing most of them and capturing one, a paladin of Pelor. It was decided that as recompense for the gnolls his party killed he would be sold into slavery the next time a slaver caravan came by, which it generally did about once a month. However, Doryc sensed something of a kindred spirit in this paladin, known as Sir Gerard.
For about a week after Gerard’s capture, Doryc would sneak over to where he was kept to talk with him and offer a share of his food. Seeing both his kindness and the fact that he didn’t read as evil, Gerard became friends with Doryc and told him stories of his adventuring days. He talked about how close he felt to his companions, and spoke with fondness and almost paternal protectiveness about his party’s sorcerer. His role in combat was to keep her safe while she cast the mighty spells that won them the day. She was based fairly heavily on Nylin from the Shaldar campaign.
After several days of interaction, Doryc decided that he couldn’t stand to see his new friend sold into slavery.  He and Gerard hatched a plan to escape. Because most of the low-status gnolls (like Doryc) got stuck with guard duty regularly, he would have a chance to free Gerard during the night when most of the gnolls would be asleep. Their plan worked perfectly, right up until the two of them were on their way out with most of Sir Gerard’s gear. By sheer awful luck, the one free survivor of Gerard’s old adventuring band chose that night to try and rescue Sir Gerard from the gnolls himself. When he couldn’t find Gerard, he panicked, and ended up waking up enough of the gnolls to sound the alarm. Gerard, realizing what had gone wrong, insisted on running back to save his old friend, and when Doryc tried to restrain him he broke Doryc’s nose getting free. Doryc ran back trying to save him, but arrived too late, and found both Gerard and his friend dying. With his last breath, Gerard urged him to run, take his holy symbol and find Gerard’s old friend Malkorak. Half-blinded by tears, he did.
Though it took him several weeks of searching, he eventually managed to track down Malkorak and tell him what had happened. Fortunately, Malkorak scanned him with detect evil and found that he didn’t show up, otherwise Doryc’s lack of tact and poor explanation might have gotten him killed."
11/2/2017 13:37:36,Martigan,Human,Barbarian,"After falling in love with the thane’s daughter, Martigan is exiled from her homeland when she refuses to kill the child of a rival ruler. "
11/2/2017 13:39:33,Rix Rez,Goblin,Fighter,"Disabled goblin who has a steampunk mech suit, built with the help of their now dead wife. Uses the mech for adventuring, but also for fighting, as they had done in a barely legal combat arena for a criminal organization they were associated with. They got involved with the criminal organization because of their rage from their wife's accidental death, which they are still trying to work out."
11/2/2017 13:41:36,Lucina,Human,Alchemist,She was a necroalchemist who was driven out of town for crimes against humankind. Now she wanders the world taking on dozens of identities and selling snake oil while failing to avoid the temptations of necromantic study.
11/2/2017 13:43:02,Mallory (Mabgrula Gra-rulfafa),Orc,Cleric,"Was the wise woman of an Orc tribe, until she started receiving the whispers of a god she couldn't identify. These whispers encouraged her to spread the word of nonviolence and peace for all people. Her son, the chief of the tribe, could not allow her to keep trying to spread the word within the tribe, so she left to try and find a better way to save her tribe and all people from a life of war and violence."
11/2/2017 13:49:32,Ruby ,Half elf,Rogue ,"When Ruby was a youth she got into trouble with the law by engaging in petty shenanigans, some light breaking and entering, and vandalism. Fearing she wouldn’t find a respectable trade and would fall into a life of crime, her father apprenticed her to an archaeologist, who took her adventuring far from home, teaching her the skills needed to disarm traps and open old locks. A few years into her apprenticeship the archaelogist’s adventuring group was investigating an ancient temple when disaster struck. While Ruby was disarming a trap the roof collapsed, killing everyone else in the party, and Ruby trapped. It took her days to dig herself out and until this day she has no idea if the roof collapsing was a result of her disarming the trap incorrectly, or the result of the dilapidated temple finally giving way under its own weight. "
11/2/2017 13:50:51,Rairaela,Kobold,Alchemist,"Rairaela came from a clan of dessert Kobolds led by an adult yellow dragon. Rairaela left their clan when they found a cursed time of alchemy and artificer knowledge written by a gnome, the book couldn't take full control of the kobold, but it did influence their personality to give them a sense of wanderlust. They set out from the warren, meeting up with a band of adventures."
11/2/2017 13:52:57,Wralarys Casaadi,dragonborn,cleric,"She grew up in her huge, well-established and powerful dragonborn clan, the Casaadi. Wralarys was the pride and joy of the clan, daughter to two of the most prominent leaders, and was on track to take over as clean leader when she was cursed. She is now haunted by a spirit and was forced to leave her clan, working instead as a freelance mercenary cleric until she can figure out how to remove the curse and return home.
She hears the spirit talking to her in her head on occasion, and has to try not to lose her mind in the process."
11/2/2017 13:56:54,Udo Eastwood,Halfling/Hobbit,Ranger,"Lord of the Rings setting: Udo was orphaned in a boating accident but rescued and raised by a wandering ranger, Halros, guarding the borders of the Shire. Udo was taught to track and to hunt with a bow and was also learned in letters and languages. Halros also imparted upon Udo the honor code of the Dunedain. When he was old enough to do so, Udo returned to his home town of Frogmorton and became a Bounder and eventually a Shirriff. He was remembered most for thwarting a small goblin camp northeast of Hobbiton and retrieving Aunt Prunella's favorite umbrella from the goblin chief."
11/2/2017 13:58:26,Samira,Halfling,Rogue (arcane trickster),
11/2/2017 14:11:37,Feklahr,Half-Ogre,Barbarian-Berzerker,"Feklahr was an outcast to the human world despite his mother being a woman of their kind. Large by human standards but small for an ogre he would have to fight twice as hard to earn his place in their ranks. His ogre family were nomadic and only hunted large herd animals for food and clothing. The ogre chief would also earn them weapons and supplies by hiring the warriors out as mercenaries. 
A fearful group of humans attacked and captured many ogres one night. Feklahr was forced into slavery and used as a gladiator in arenas. Wishing to be free of his bonds, Feklahr looked to the sky and asked for the strength to gain his freedom. A not-entirely benevolent lesser deity named Zartos heard Feklahr's plea and agreed to give him great strength through rage if Feklahr would proclaim Zartos' name in his carnage and violence.
Feklahr killed his captors and freed the remaining ogres. He also freed an elven man with odd mind powers that he had befriended in the arena and they traveled the Sword Coast raiding slavers. Feklahr's name was feared by evil-doers due to the ferocity of his assaults, but loved by the people he helped to free."
11/2/2017 14:53:42,Marok,Dwarf ,Fighter ,
11/2/2017 15:43:32,Pockets,Half Elf,Thief,"Pockets  (her street name)  uses the inherent nimble and delicate touch of an elf to aid in her thievery.  Rejected by her human father and her elven mother,  she grew to maturity among human children in an orphanage.  Being the smallest meant she learned early to hide, to cloak herself in shadows in order to avoid being bullied.  Honing her skills,  developing an almost magical ""don't see me"" aura,  Pockets became first a pick pocket,  then a professional thief.  Allied with the guilds in several cities,  she now makes her living procuring documents for the wealthy,  as well as what ever else migrates into the many hidden pockets of her patchwork cloak."
11/2/2017 15:56:21,Faila Marivaldi,Human,Warlock,"Faila was born to a very wealthy merchant family on the way to royalty. Her parents had arranged a marriage between her elder sister and a duke to secure the Marivaldi tie to royalty and hopefully come into more money. Faila, being jealous and materialistic, wanted to be married to the duke herself. She spent her time studying the occult to learn how to make a deal with a demon so she could rise to opulence. She hoped if this demon could give her a silver tongue, a crafty mind, and a the dirt on her enemies, perhaps her parents could change their mind about arranging the marriage between the duke and her sister. Faila also had a more sinister solution should her parents not see reason. She knew this demon could gift her the magic she needed to place spells on those she needed to and that she could possibly kill her sister this way. Unfortunately, as Faila has just signed the contract between her and her patron, a curious maid had opened the door. Faila’s dabbling with with dark magic was reported immediately to her parents and she was outcasted from the family so her actions would not besmirch the Marivaldi name. Having lost everything, she came to hate the pact she made and the demon with which she made it. She vowed to find a way to break the pact she made with him without losing her soul and so she adventures through the land in search of a way to break her pact and hopefully earn back her place in society."
11/2/2017 16:13:51,Niddler,Hadozee,Warblade,"Niddler grew up on the Hadozee homeworld, in a jungle of epic proportions, taking pleasure in gliding and swinging about the trees and vines. When he was 10, he set out on his first trip on a merchant-ship to the Rock of Bral, as a spelljamming shiphand alongside his father. He began spending more and more time on the Rock, learning to gamble and fight in an unorthodox manner.
One day at the Rock of Bral, he stopped some sailors who were kicking around some urchins that offended them, and then gave the children a few gold pieces. Niddler's actions drew the eye of an elderly human noble, who saw potential in the young hadozee. He took him on as his apprentice, and Niddler lived with him on his homeworld while training under him as a warblade.
Niddler's apprenticeship has just ended, and he has a thirst to adventure! To his knowledge, he is unique in the multiverse--an unusual magical incident before his birth led to him being a creature of Radiance as well as a Hadozee."
11/2/2017 17:18:47,Kellett,Human,Fighter,"Kellett is a bounty hunter. It's a line of work he got into because he saw it as a route to quick money, and a route out of the miserable, muddy village in which he grew up. He got into has fair share of fights as a kid, teenager and young man, and often found he was just that little bit quicker than his opponent. He's also particularly fast with a throwing knife, and there's usually one stuck down the side of his boot. 
When Kellett first started as a bounty hunter, he'd take on pretty much any kind of contract, and he wasn't too picky about who was offering the bounty, or why. Then came the contract when, walking through a doorway like any other, in an inn like any other, he took a spider bite that should have killed him. His fellow adventurers carried him to a monastery, where the monks pretty much brought him back from death's door. They weren't concerned about his past, or his flexible conscience: it was enough, for them, to do whatever they could to revere and preserve life. When Kellett found out how his life had been saved, he made three resolutions: first, that one fifth of all his bounties would be paid over to the monastery; second, that he would only accept contracts that redressed an evil; third, that he would always try first to fulfil his contract without killing, and only kill as a last resort."
11/2/2017 17:26:32,Koko of Silverhair ,Half Elf ,Cleric ,"When she was ten, her father left her mother to destitution. The two were taken in by a kind priestess of Eilistraee whom fed and clothed them. To Koko's surprise, her mother and the priestess fell in love and married. Afterwards she became a permanent member of the faith and worshipped the Drow Goddess for her good fortune. She studied medicine and found her passion was in preserving life. It became her obsession. Eventually, she decided her new goal in life was to perform a life-saving miracle so grand it could only make her Goddess proud. She found her chance when a mysterious letter turned up from someone calling themselves ""The Master"". Intrigued, she made her way to meet a group of adventurers hoping to find the opportunity to prove her worth. "
11/2/2017 21:10:47,Okkat,Tiefling,Bladesinger Rogue,"Okaat was purchased at a very young age by the powerful elf Bladesinger Evangeline. She was raised as a slave in Evangeline's household, although she enjoyed favored status as her mistress' acolyte. Okaat showed a talent for magic early on, and was rigorously trained to become a skilled Bladesinger and an artful thief. As she grew older, however, Okaat began to suspect that Evangeline was training her to become a weapon on the wrong side of a deadly impending civil war. She was tasked with killing Castile, a kindly cleric with whom she had grown close, and stealing a priceless relic of his that Evangeline believed had turned the last war against the Bladesingers and their plot to overthrow the Prismatic Queen. Rather than allow herself to become a pawn in her mistress' games, Okaat warned Castile and escaped to the town of Wander to begin her life anew. She knows she must hide her skills as a Bladesinger, as those skills unequivocally cast her as a villain in the eyes of most of the world. She is also careful to hide her tiefling origins, due to the prejudice shown her race by most of the world. When she hides her horns and ears, she can pass for a human or half-elf. She is currently in the town of Sparrow, searching for an entity known only as the Moonfire Phoenix."
11/3/2017 7:44:12,Romeo ,Aasimar,Paladin,"Raised with his single mom, when he realized he was credited he delighted in his mom's attention. But his abilities free the attention of cuts that kidnapped him and tortured him. He broke out and killed the children of the cultists to pay them back for what they did to his mother. He was caught by green Paladins. One gnome vouched for him until his death. The gnome sacrificed his life for Romero. Now, Romero lives his life as a green paladin, oath of ancients, to live up to his hero. "
11/3/2017 11:05:24,Shorn,Human,Monk,"The son of the village barber, his father was murdered before his eyes after he accidentally sliced the ear of an orc crime lord who was passing through town during a haircut. Orphaned, the young boy was taken in by the nearby monastery, devoted to the notion of natural beauty as the manifestation of the gods' love for their creation. Now, as a grown man and trained monk, he struggles to balance the peaceful teachings of his brothers and sisters with his deep-seated desire for revenge against the orc who destroyed his family.   "
11/3/2017 11:18:59,Table,Warforged,Fighter,"Created as one of the first of a new breed of soldier--a living amalgam of adamantine, steel, and animating magics--impervious to pain, requiring neither sleep nor sustenance, and never questioning orders; the nameless warrior's destiny was irrevocably altered when he was captured in the aftermath of a great battle by a dwarven mage with a penchant for collecting rare and exotic objects. The dwarf saw the soldier as nothing more than an automaton, and used his magics to keep the soldier frozen in place, draped in a cloth and bent into a useful shape. For years, the soldier existed as the dwarf's chosen table, the only name he was ever given, unable to move or see the world around him, but ever-awake and ever more aware of both his surroundings and himself. At last, one day, he was freed in a daring raid on the mage's keep by a group of freedom fighters who had learned of his plight and, unlike the dwarf, believed him to be an intelligent being possessed of a soul. They broke the spell and unleashed him from his confinement, finally free to make his own choices and find his own way in the world, a magical metal hulk with a major chip on his shoulder (as well as a healthy smattering of spikes).  "
11/3/2017 12:30:32,Rizka,Forest gnome,Fighter,"Riska grew up in the High Forest, in a gnome colony mainly consisting of her very, very extended family. The winter of her 16th year, a group of Traders from far away became lost in the forest, and were invited to spend the winter with the Gnomes. They brought with them an amazing new product: coffee. Risk I decided to travel with them when they returned to their Homeland and establish a trade route for this amazing drink.
When they finally arrived in Midani, the current regime was unwilling to trade with Outsiders. Local gnomes convinced Rizka that they were evil and authoritarian and needed to be stopped. So Rizka helped them.
She has yet to realize that this might have been a mistake."
11/3/2017 19:35:03,Mei,Monstorous Humanoid,Rogue,Mei was a 
11/3/2017 22:34:06,Flare Reddragon,Dragonkin,Cleric of Bahamut,"Born of red dragon blood, but with a conscience."
11/3/2017 22:44:58,Morsus Gage,Sand Tribe,Dragoon,"He eats Thornax Stew, kills assholes, and breaks every bone in your body simply because he can."
11/4/2017 16:43:15,Ursa,Frentini (Bear Person),Warrior,"- The Frentini are a race of bears that evolved to be bipedal and have human intelligence. It is a subrace of yhe general animorphs.  - The Frentini people are a very gender divided society, with the men hunting and ruling and the women foraging and tending to domestic duties. The chief of her tribe,her father, married a Frentini female the council of elders considered sickly and weak and only bore him two daughters. He didn't mind ,he loved her and was a very liberal against the grain kind of chief. As he raised his eldest daughter, Ursa  he allowed her to choose her own path in life and it turned out she was great at fighting. She was the best warrior in her village , and her father promised her she could be the next chief, despite tradition. He died suddenly and Ursa was set to be the next chief but her aunt who was on the council decided to rally against her in order to get her own son made chief. Despite the fact he was practically the drooling kind of stupid and much less qualified in combat . Regardless the Frentini are rooted in tradition and even though Ursa was appreciated for her skills throughout the village they decided to go with a male heir. Ursa was enraged by this and left her home. She loved her family but -from her perspective -  they did nothing to prevent her cousin's undeserving rise to power. She left for a land where she heard anyone could be anything . There she fell on hard times, looking for work with no luck,  living in the slums of the city reserved for fellow animorphs. One day she accidently ended up in a bar on slam poetry night. Many feminists and other minority groups were speaking about the discrimination they faced simply because of features they inherited from birth.  Ursa understood this struggle.  Their passion to change the world they are in reignited her own and she became an avid supporter of civil rights for all impressed peoples. A few days later she found a team looking for fighters and joined them. They dubbed themselves Tactical Grace and set off. Now she gets to do what she loves and fight and spread the word of justice and equality for all.  So,yeah she's basically a giant bear that goes around and will punch you out while also renlentlessly telling you about the struggles facing minority groups in that world. "
11/4/2017 17:41:32,Asher Evenwood,Human,Sorcerer,"Asher Evenwood is the youngest child of the family at 26. He has older twin siblings and parents. He had another older brother, but Reed died when Asher was 4 and Reed was 7. Asher doesn’t know the details; all he remembers is Reed being there one day, and then being gone the next. He remembers tears and being sent to his Uncle Rowan’s place more frequently and for longer periods of time. Reed had been kidnapped and subsequently killed in a plot to take his family’s estate. Afterward, Asher’s family was never quite the same.
Before, Asher had been pampered and spoiled. After Reed’s death, he found himself either sent to Uncle Rowan’s or pushed aside so his family could take care of business. The twins, distant before, seemed equally less likely to take care of him and infuriated whenever he didn’t take anything seriously. His parents were more withdrawn, seeming only to talk to him when he did something wrong. But despite of that, there was always someone watching him, even if a hired guard. Asher found the combination of the constant guard and his family’s silence stifling. In fact, the only place he truly felt free was at Uncle Rowan’s. Even as he got older, he was still under guard (sometimes even without his own knowledge, which always ended in argument).
Asher didn’t like to say that he left home on a negative note, but he wouldn’t say that he left on good terms. His father fell ill a few years before he ventured on his own, and his mother became preoccupied with caring for him. His twin siblings were responsible for most of the estate, essentially running it. The day before he left, Asher had argued with his brother on responsibility, with his brother accusing him of never helping the family (something which Asher insisted he tried but was always turned away). Asher left the next day, saying good bye to his siblings and parents, determined to prove that he was worthwhile to his family and to himself."
11/6/2017 3:03:39,Solitude,Tiefling,Monk,"A group of monks found an abandoned tielfing infant one day in the woods.  They decided to raise her among them in their isolated monastery rather than let her die.  As she grows, she has a recurring nightmare about an impeding disaster that would destroy a city.  As she grows, they get more intense.  After talking with the monks, they realize her nightmare is actually a vision.  To stop the disaster from happening, she sets off on a journey to find the city from her vision and protect it."
11/6/2017 22:31:16,Sevash,drow,barbarian,"Sevash's people inhabited a harsh, desert realm. They were nomadic, moving from oasis to oasis, city to city, their unrooted lives preventing much in the way of solid government. They were divided into clans that competed or went to war with each other as often as they worked together. Sevash's father, Tehebash, led his clan to great glory, becoming a powerful warlord. He eventually united most of the clans to fight a war against an elven kingdom, carving out a clear and lasting territory for the clans to live and work on. As a result, Sevash was essentially a prince to this new kingdom. He was sent to receive an urbane education in the northern cities, but he returned to the kingdom torn by strife. His father clung to power, but his uncles and other usurpers were all vying to control the kingdom. Along with his northern schooling, Sevash had been well-trained in combat by his father, using the ehl-herkar style of fighting, in which one gives in to the rage of battle, harnessing it to achieve great physical feats. Sevash excelled in this style of combat, yet he considered himself above it by virtue of his schooling. He wanted to bring the kingdom into a more sophisticated future, leaving what he saw as primitive tribal ways behind. When he did let the rage sweep over him, afterward he carefully combed his white hair and stitched any rends in his fine garments, seeming embarrassed by his own barbaric nature. He is constantly in conflict between his warrior heritage and his educated side, and has not yet figured out how to integrate the two halves of his life."
11/6/2017 22:39:54,Smok,human,bard,"Smok is a small, wiry man with an awkward, crooked face. He's not especially strong or athletic, and in fact is rather clumsy. The one thing he's good at is making people laugh. He joined a group of Blue Banner warriors fighting in the War of the Nine Clans, and soon found himself promoted from cook to mascot. His ability to revive the morale of the soldiers after a defeat, keep them smiling on a hard march, or even whip them into a fervor just before a battle became far more valuable to the company than any combat skills Smok may have been lacking. He proudly declared his nickname as company mascot to be ""Smok,"" which in his native language means ""dragon."" However, it is also used as a slang word for ""penis."" Smok knows this, and the other soldiers do as well, so they often ride into battle with cries of, ""We never fight without our Smok!"" with Smok singing a ribald song utterly out of tune. During battles, Smok often uses his wit to shout jibes at the enemy, affecting their morale and inciting them to make ill-considered decisions. Indeed, in one famous incident, Smok shouted insults at an orc captain, who grew so angry he accidentally choked on his own tongue. Smok had mocked him TO DEATH. "
11/8/2017 22:51:13,Captain Morgan Freeman,Elf,Wizard,"A clumsy elf from a seafaring nation became fascinated by stone. However, he wracked up a huge debt while learning magic and had to flee his homeland. Now he adventures as an unassuming wizard of moderate power and an outsized ego."
